id,name,city,council,date,value,lat,lon,kind,area
70100214,LGD N'KASSEL DEA 3,Niederkassel,Köln,2015-04-27,3.8,50.794,7.0335,GW-Messstelle,Wald
94150084,Br Firma Mehling,Lippstadt,Arnsberg,2015-05-07,3.8,51.6825,8.3107,Schachtbrunnen,"bebaut, besiedelt"
110070537,VII/53 LETTE,Oelde,Münster,2015-11-12,3.8,51.8851,8.1314,GW-Messstelle,Acker
32032018,UWB-Ddorf 00582,Düsseldorf,Düsseldorf,2015-09-18,3.8,51.1853,6.8299,GW-Messstelle,"bebaut, besiedelt"
129700320,Weidetalquelle,Bad Berleburg,Arnsberg,2015-04-07,3.7,51.0795,8.3945,gefasste Quelle,Wald
94160466,Quelle Elftert,Winterberg,Arnsberg,2015-09-21,3.7,51.2412,8.4533,gefasste Quelle,Wald
10404338,Düttling Br. 3,Mechernich,Köln,2015-10-27,3.6,50.5996,6.5447,Schachtbrunnen,Wald
21150011,OL101ML Staumuehle,Hövelhof,Detmold,2015-08-11,3.6,51.8272,8.7082,GW-Messstelle,Grünland
100120180,BS 17    RETZEN,Bad Salzuflen,Detmold,2015-09-23,3.6,52.0448,8.8071,GW-Messstelle,Acker
100151140,AU 512   SATLAGE,Stemwede,Detmold,2015-05-21,3.6,52.4386,8.5221,GW-Messstelle,Acker
23006456,W13 05  Suedfassung,Hövelhof,Detmold,2015-09-10,3.5,51.8229,8.7298,Vertikalfilterbrunnen (Bohrbrunnen),Wald
110220924,HS/92 EVERSUM,Olfen,Münster,2015-10-27,3.5,51.7094,7.3151,GW-Messstelle,Wald
60240398,AH/39 -HAVERBECK-,Schöppingen,Münster,2015-04-23,3.3,52.1046,7.2057,GW-Messstelle,Wald
110060064,VI/6 -DACKMAR-,Sassenberg,Münster,2015-12-08,3.3,51.9886,8.1017,GW-Messstelle,Acker
100140774,WG 71    MAASLINGEN,Petershagen,Detmold,2015-04-16,3.3,52.3906,8.9085,GW-Messstelle,Acker
59620950,Flachbr.Umspannwerk,Kierspe,Arnsberg,2015-09-07,3.2,51.1253,7.5962,GW-Messstelle,Grünland
91131005,Ostwennemar ML41,Hamm,Arnsberg,2015-06-23,3.2,51.6688,7.8754,GW-Messstelle,Grünland
91165908,Mönninghausen OL730,Geseke,Arnsberg,2015-10-20,3.1,51.6737,8.4797,GW-Messstelle,Acker
21176103,OL 130  Bentfeld,Paderborn,Detmold,2015-10-08,3.1,51.7306,8.6501,GW-Messstelle,Acker
59621187,Homert SGV neu,Lüdenscheid,Arnsberg,2015-10-06,3.1,51.1774,7.6455,Vertikalfilterbrunnen (Bohrbrunnen),Wald
23163227,TB 45   Paderborn,Bad Lippspringe,Detmold,2015-03-09,3.0,51.7802,8.7855,GW-Messstelle,"bebaut, besiedelt"
118021047,WW.IBBENBLEHEN-VK04,Ibbenbüren,Münster,2015-04-21,3.0,52.2515,7.7039,Vertikalfilterbrunnen (Bohrbrunnen),Wald
118021035,WW.IBBENBLEHEN-VK03,Ibbenbüren,Münster,2015-04-21,3.0,52.2521,7.705,Vertikalfilterbrunnen (Bohrbrunnen),Wald
86532649,E WW VRASSELT EIII,Emmerich,Düsseldorf,2015-11-19,3.0,51.8325,6.3251,Vertikalfilterbrunnen (Bohrbrunnen),Acker
129700186,Gonderbach,Bad Laasphe,Arnsberg,2015-10-27,2.9,50.8764,8.3195,Sickerstollen,Wald
26525045,622.1 F Avenwedde,Gütersloh,Detmold,2015-10-28,2.9,51.9257,8.4626,GW-Messstelle,Grünland
10407406,BRANDENBURG_Brunnen,"Aachen, Stadt",Köln,2015-04-14,2.9,50.7045,6.1467,Schachtbrunnen,Grünland
60102135,RWI 113,Castrop-Rauxel,Münster,2015-11-25,2.9,51.5616,7.3499,GW-Messstelle,"bebaut, besiedelt"
110250035,BERGB.3-D.BAUERSCHT,Drensteinfurt,Münster,2015-11-20,2.8,51.7815,7.7633,GW-Messstelle,Grünland
129700307,Sangquelle,Siegen,Arnsberg,2015-04-14,2.8,50.8799,8.0012,gefasste Quelle,Wald
106520027,PH1003T Im TIMPEN,Petershagen,Detmold,2015-04-13,2.8,52.3541,9.0111,GW-Messstelle,Acker
26492064,MUEHB006,Verl,Detmold,2015-10-28,2.7,51.8944,8.5601,Vertikalfilterbrunnen (Bohrbrunnen),Wald
10404491,Hastenrath  Br. 6,Eschweiler,Köln,2015-09-14,2.7,50.7957,6.2986,Vertikalfilterbrunnen (Bohrbrunnen),Grünland
20102082,II/11 A  Gütersloh,Gütersloh,Detmold,2015-10-15,2.6,51.8772,8.3593,GW-Messstelle,Grünland
218086015,Golkrath,Erkelenz,Köln,2015-04-08,2.5,51.0808,6.2394,GW-Messstelle,Acker
110050071,V/7 WETTRINGEN,Steinfurt,Münster,2015-04-13,2.5,52.1879,7.3263,GW-Messstelle,Grünland
59621230,Griesenbrauck P5,Iserlohn,Arnsberg,2015-09-09,2.4,51.3961,7.7085,GW-Messstelle,Wald
26540186,"178-11,5m ML",Bielefeld,Detmold,2015-09-29,2.4,51.9373,8.5306,GW-Messstelle,Acker
219674310,Flamersheim,Euskirchen,Köln,2015-12-21,2.4,50.63,6.8402,GW-Messstelle,Acker
91130803,Allen ML58,Hamm,Arnsberg,2015-06-23,2.4,51.6225,7.8845,GW-Messstelle,Grünland
110310317,COE./31 -COESFELD-,Coesfeld,Münster,2015-09-23,2.3,51.9441,7.1617,GW-Messstelle,"bebaut, besiedelt"
80303377,KEMPEN  BADEZENTRUM,Kempen,Düsseldorf,2015-11-19,2.3,51.3672,6.4083,GW-Messstelle,"bebaut, besiedelt"
76809304,Fischbach Ründer.B,Engelskirchen,Köln,2015-03-31,2.3,50.9864,7.4463,Vertikalfilterbrunnen (Bohrbrunnen),Wald
278540910,Kippe Berrenrath,Hürth,Köln,2015-10-12,2.3,50.8759,6.7898,GW-Messstelle,Wald
76934019,K ALTABL. A 520,Köln,Köln,2015-08-11,2.2,50.9873,7.051,GW-Messstelle,Wald
26531070,"OL102- 8,0mMLOstenl",Delbrück,Detmold,2015-08-04,2.2,51.7816,8.6351,GW-Messstelle,Acker
100150287,AU 212   HARTLAGE,Rahden,Detmold,2015-05-12,2.2,52.4963,8.6208,GW-Messstelle,Acker
110200100,TE/10 -KATTENVENNE-,Lienen,Münster,2015-10-30,2.2,52.0924,7.8779,GW-Messstelle,Grünland
100701255,HA 4  BR HARLINGHSN,Preußisch Oldendorf,Detmold,2015-03-02,2.0,52.3206,8.4876,Vertikalfilterbrunnen (Bohrbrunnen),Acker
106502633,WITT BR  DIA WITTE,Bad Oeynhausen,Detmold,2015-07-03,2.0,52.26,8.7937,Vertikalfilterbrunnen (Bohrbrunnen),Wald
20780370,BR 7 Bokel,Halle (Westf.),Detmold,2015-09-01,2.0,52.0292,8.3101,Vertikalfilterbrunnen (Bohrbrunnen),Acker
10407390,REICHSWALD BR. 1,"Aachen, Stadt",Köln,2015-04-15,2.0,50.7955,6.1777,Horizontalfilterbrunnen,Wald
26531057,"OL102-2,5m MLOstenl",Delbrück,Detmold,2015-08-04,2.0,51.7816,8.6351,GW-Messstelle,Acker
20781532,WIEDB014,Rheda-Wiedenbrück,Detmold,2015-10-27,2.0,51.8534,8.3292,Vertikalfilterbrunnen (Bohrbrunnen),Acker
106503984,HI 1A BR HIDDENHAUS,Hiddenhausen,Detmold,2015-04-14,2.0,52.139,8.6429,Vertikalfilterbrunnen (Bohrbrunnen),"bebaut, besiedelt"
24190147,B2 Blankenrode,Lichtenau,Detmold,2015-05-27,2.0,51.5397,8.91,Vertikalfilterbrunnen (Bohrbrunnen),Wald
106503959,HI 6 BR  HIDDENHAUS,Enger,Detmold,2015-04-14,2.0,52.1499,8.5948,Vertikalfilterbrunnen (Bohrbrunnen),Acker
100705121,ES 2  BR ESPELKAMP,Espelkamp,Detmold,2015-04-15,2.0,52.388,8.6436,Vertikalfilterbrunnen (Bohrbrunnen),"bebaut, besiedelt"
42063632,LINEG_2565H,Duisburg,Düsseldorf,2015-03-10,1.9,51.4728,6.674,GW-Messstelle,Wald
21150023,OL 102 ML Ostenland,Delbrück,Detmold,2015-08-04,1.9,51.7816,8.6351,GW-Messstelle,Grünland
70156116,LGD PINGSDORF NEU,Brühl,Köln,2015-06-09,1.9,50.8243,6.8961,GW-Messstelle,"bebaut, besiedelt"
59621175,Balver Weg TB IIa,Hemer,Arnsberg,2015-04-08,1.9,51.3665,7.8221,Vertikalfilterbrunnen (Bohrbrunnen),Wald
94170368,Quelle Große Heide,Winterberg,Arnsberg,2015-09-21,1.8,51.2615,8.5737,gefasste Quelle,Wald
106520040,AU103M   STROEHEN,Rahden,Detmold,2015-05-12,1.8,52.5178,8.6692,GW-Messstelle,Grünland
60080280,RWI 101,Gelsenkirchen,Münster,2015-10-28,1.7,51.5037,7.1181,GW-Messstelle,"bebaut, besiedelt"
76840116,BN Altabl. BP 87,Bonn,Köln,2015-05-13,1.7,50.719,7.1866,GW-Messstelle,Acker
278766511,Nördl. Esch,Elsdorf,Köln,2015-10-13,1.7,50.9518,6.5399,GW-Messstelle,Acker
76809201,TUFFI SUELZ-EB,Kürten,Köln,2016-03-02,1.6,51.0075,7.2818,Vertikalfilterbrunnen (Bohrbrunnen),"bebaut, besiedelt"
110040284,IV/28 Hornbrock,Altenberge,Münster,2015-05-12,1.6,52.0378,7.4464,GW-Messstelle,Acker
60240120,AH/12 -HELMERT-,Heek,Münster,2015-04-16,1.6,52.1187,7.0732,GW-Messstelle,Grünland
73725687,WBV GeilshsnStollen,Windeck,Köln,2016-03-14,1.6,50.7723,7.6326,Sickerstollen,Grünland
42062329,LINEG_2442,Neukirchen-Vluyn,Düsseldorf,2015-03-19,1.4,51.4279,6.5828,GW-Messstelle,Grünland
80302981,ANRATH          375,Willich,Düsseldorf,2015-02-27,1.4,51.2705,6.4679,GW-Messstelle,"bebaut, besiedelt"
110240169,AH/16 Osterwick,Rosendahl,Münster,2015-11-17,1.3,52.0218,7.2288,GW-Messstelle,Acker
110240194,AH/19 -HEGERORT-,Rosendahl,Münster,2015-06-08,1.3,52.0069,7.0712,GW-Messstelle,Wald
110250060,BERGB 6-NORDICK-,Ascheberg,Münster,2015-11-18,1.3,51.7383,7.7318,GW-Messstelle,Grünland
110240133,AH/13 BILLERBECK,Billerbeck,Münster,2015-05-13,1.3,51.9859,7.2729,GW-Messstelle,Acker
110250114,BERGB 11-FORSTHOEV-,Ascheberg,Münster,2015-11-25,1.3,51.7598,7.6999,GW-Messstelle,Grünland
110240121,AH/12 BILLERBECK,Billerbeck,Münster,2015-09-14,1.3,51.9767,7.2661,GW-Messstelle,Acker
110240029,Ah/2 Ochtrup,Ochtrup,Münster,2015-06-16,1.3,52.2336,7.1508,GW-Messstelle,Grünland
110250126,BERGB.12-MERSCH-,Drensteinfurt,Münster,2015-11-26,1.3,51.7538,7.7236,GW-Messstelle,Acker
110220092,HS/9-MERFELD-,Dülmen,Münster,2015-11-05,1.3,51.8561,7.201,GW-Messstelle,Acker
20104224,49              LGD,Langenberg,Detmold,2015-11-03,1.3,51.7491,8.3563,GW-Messstelle,Acker
110220882,HS/88 HAUSDUELMEN,Dülmen,Münster,2015-11-06,1.3,51.8228,7.2292,GW-Messstelle,Wald
110220365,HS/36 LETTER BRUCH,Coesfeld,Münster,2015-11-06,1.3,51.8579,7.1323,GW-Messstelle,Wald
40061334,RAYMANNSGRUND 171,Dinslaken,Düsseldorf,2015-12-03,1.3,51.5642,6.7596,GW-Messstelle,"bebaut, besiedelt"
110210219,ST.GEB.21 EMPTE,Dülmen,Münster,2015-09-30,1.3,51.888,7.2773,GW-Messstelle,Acker
40607010,Mühlenbergheide,Mülheim a.d. Ruhr,Düsseldorf,2015-11-12,1.3,51.3851,6.8371,GW-Messstelle,Wald
110210189,ST.GEB/18 Sülsen,Olfen,Münster,2015-05-08,1.3,51.6867,7.3883,GW-Messstelle,Acker
110260314,EMS/31 Hembergen 1,Emsdetten,Münster,2015-08-27,1.3,52.1601,7.6129,GW-Messstelle,Acker
110200470,TE/47 SCHOLLBRUCH,Lengerich,Münster,2015-05-05,1.3,52.1922,7.9026,GW-Messstelle,Grünland
110210130,ST.GEB/13-LUEDINGHS,Lüdinghausen,Münster,2015-11-02,1.3,51.763,7.4716,GW-Messstelle,Grünland
110210086,St.G/8 SENDEN,Senden,Münster,2015-09-29,1.3,51.8787,7.453,GW-Messstelle,Acker
110210050,St.G/5 ALTENDORF,Nordkirchen,Münster,2015-05-06,1.3,51.7244,7.5754,GW-Messstelle,Acker
10200710,DALHEIM 6 EICHEN 4,Wegberg,Köln,2015-05-13,1.3,51.1584,6.1779,GW-Messstelle,Wald
110210074,ST.GEB/7 VENNE,Senden,Münster,2015-09-17,1.3,51.832,7.5501,GW-Messstelle,Acker
110210062,ST.GEB/6Nordkirchen,Nordkirchen,Münster,2015-09-29,1.3,51.7644,7.5358,GW-Messstelle,Grünland
20104030,IB/3A LGD Bokel,Rietberg,Detmold,2015-10-15,1.3,51.8021,8.3837,GW-Messstelle,Acker
110340036,ST/3-V.PARK METELEN,Metelen,Münster,2015-06-25,1.3,52.1458,7.2516,GW-Messstelle,Wald
110260340,EMS/34 SAERBECK 4,Saerbeck,Münster,2015-08-26,1.3,52.1745,7.5886,GW-Messstelle,Wald
278534910,Ki.Gotteshuelfe,Hürth,Köln,2015-10-15,1.3,50.884,6.8225,GW-Messstelle,Acker
59130015,HOESCH DO BR.T4,Dortmund,Arnsberg,2015-10-20,1.3,51.5495,7.4923,GW-Messstelle,Wald
129660139,Muhr I,Wenden,Arnsberg,2015-04-27,1.3,50.9665,7.8964,Vertikalfilterbrunnen (Bohrbrunnen),"bebaut, besiedelt"
129700216,Rütting II,Kreuztal,Arnsberg,2015-10-12,1.3,50.9895,7.9486,Vertikalfilterbrunnen (Bohrbrunnen),Wald
129700241,Leisebach,Bad Berleburg,Arnsberg,2015-04-07,1.3,51.0062,8.4795,Vertikalfilterbrunnen (Bohrbrunnen),Acker
21175809,OL 127 Sande Niggen,Paderborn,Detmold,2015-10-08,1.3,51.7718,8.6588,GW-Messstelle,Grünland
21175603,OL 123  Sande,Paderborn,Detmold,2015-10-08,1.3,51.7856,8.6685,GW-Messstelle,Acker
26531069,"OL102- 5,0mMLOstenl",Delbrück,Detmold,2015-08-04,1.3,51.7816,8.6351,GW-Messstelle,Grünland
119011049,Stadt MS T 18 F,Münster,Münster,2015-12-09,1.3,51.9668,7.6276,GW-Messstelle,"bebaut, besiedelt"
26531082,"OL102-12,0mMLOstenl",Delbrück,Detmold,2015-08-04,1.3,51.7816,8.6351,GW-Messstelle,Acker
21173709,OL 361,Salzkotten,Detmold,2015-11-03,1.3,51.6859,8.5102,GW-Messstelle,"bebaut, besiedelt"
26540216,"607- 2,0m ML",Versmold,Detmold,2015-07-21,1.3,52.014,8.1316,GW-Messstelle,"bebaut, besiedelt"
26540230,"607- 4,0m ML",Versmold,Detmold,2015-07-21,1.3,52.014,8.1316,GW-Messstelle,"bebaut, besiedelt"
26540241,"607- 5,5m ML",Versmold,Detmold,2015-07-21,1.3,52.014,8.1316,GW-Messstelle,"bebaut, besiedelt"
278536610,Gotteshuelfe,Hürth,Köln,2015-10-15,1.3,50.8737,6.8243,GW-Messstelle,Wald
278506616,Kippe Benzelrath,Frechen,Köln,2015-10-15,1.3,50.9032,6.7827,GW-Messstelle,"bebaut, besiedelt"
21000086,607 T ML Peckeloh,Versmold,Detmold,2015-07-21,1.3,52.014,8.1316,GW-Messstelle,"bebaut, besiedelt"
21150035,103 ML  OL Leste,Delbrück,Detmold,2015-08-04,1.3,51.7549,8.6158,GW-Messstelle,"bebaut, besiedelt"
30302742,Rati-Lintorf-Süd,Ratingen,Düsseldorf,2015-09-16,1.3,51.3292,6.8376,GW-Messstelle,"bebaut, besiedelt"
113014016,WW WARENDORF Br 6,Warendorf,Münster,2015-11-17,1.3,51.9418,8.0252,GW-Messstelle,Wald
129660589,Tuckerschlade,Wenden,Arnsberg,2015-04-21,1.3,50.9664,7.8096,Vertikalfilterbrunnen (Bohrbrunnen),Wald
30302778,Düss-Kikweg 1,Düsseldorf,Düsseldorf,2015-03-13,1.3,51.207,6.8826,GW-Messstelle,"bebaut, besiedelt"
110320104,Me/2 METELEN,Steinfurt,Münster,2015-06-25,1.3,52.1464,7.2793,GW-Messstelle,Acker
110320062,LEER,Horstmar,Münster,2015-06-24,1.3,52.1207,7.3034,GW-Messstelle,Acker
21001789,769 ML Pavenstaedt,Gütersloh,Detmold,2015-09-29,1.3,51.9061,8.339,GW-Messstelle,"bebaut, besiedelt"
21001728,602 A LGD Bockhorst,Versmold,Detmold,2015-07-02,1.3,52.0678,8.1908,GW-Messstelle,"bebaut, besiedelt"
21001698,763             LGD,Versmold,Detmold,2015-07-14,1.3,52.0341,8.2304,GW-Messstelle,Acker
21000426,638             SwG,Gütersloh,Detmold,2015-10-28,1.3,51.8846,8.4163,GW-Messstelle,"bebaut, besiedelt"
110290021,RH/2 LANDERSUM,Neuenkirchen,Münster,2015-07-14,1.3,52.2753,7.3664,GW-Messstelle,Acker
20103165,III/4AT Brockhagen,Steinhagen,Detmold,2015-07-15,1.3,51.9895,8.3358,GW-Messstelle,Acker
20103177,III/4AF Brockhagen,Steinhagen,Detmold,2015-07-15,1.3,51.9894,8.336,GW-Messstelle,"bebaut, besiedelt"
26525033,VI/5 T Versmold,Versmold,Detmold,2015-07-14,1.3,52.0065,8.1708,GW-Messstelle,Acker
110200329,TE/32 WESTERKAPPELN,Westerkappeln,Münster,2015-03-18,1.3,52.3417,7.9042,GW-Messstelle,Acker
59130179,DO-Nordost P02/I,Dortmund,Arnsberg,2015-06-23,1.3,51.5684,7.5403,GW-Messstelle,Grünland
94150096,Br 1 Firma Lange,Lippstadt,Arnsberg,2015-05-07,1.3,51.6452,8.2629,Vertikalfilterbrunnen (Bohrbrunnen),Acker
60240430,AH/43 Quantwick,Ahaus,Münster,2015-09-09,1.3,52.0327,7.0171,GW-Messstelle,Wald
100150329,AU 214T  LEDEBUR,Rahden,Detmold,2015-05-12,1.3,52.4872,8.6302,GW-Messstelle,Acker
100150032,AU 103T  STROEHEN,Rahden,Detmold,2015-05-12,1.3,52.5178,8.6692,GW-Messstelle,Acker
100150020,AU 401   OPPENWEHE,Stemwede,Detmold,2015-05-19,1.3,52.495,8.5337,GW-Messstelle,Acker
100141377,WF 3    ESPELKAMP,Espelkamp,Detmold,2015-06-02,1.3,52.3653,8.6052,GW-Messstelle,Acker
60240416,AH/41-AMMELOE-,Vreden,Münster,2015-06-15,1.3,52.0806,6.7749,GW-Messstelle,Acker
106520052,AU214F LEDEBUR neu,Rahden,Detmold,2015-05-12,1.3,52.4872,8.6302,GW-Messstelle,Grünland
60240404,AH/40-WENNEWICK-,Vreden,Münster,2015-06-15,1.3,52.1162,6.7938,GW-Messstelle,Grünland
60240313,AH/31 -SABSTAETTE-,Ahaus,Münster,2015-04-21,1.3,52.0355,6.9619,GW-Messstelle,Acker
60240260,AH/26 -SUEDLOHN-,Südlohn,Münster,2015-04-21,1.3,51.9415,6.8396,GW-Messstelle,Acker
60240246,AH/24 -VREDEN-,Vreden,Münster,2015-06-18,1.3,52.0498,6.8363,GW-Messstelle,Acker
94150242,Br Lattenberg,Arnsberg,Arnsberg,2015-12-14,1.3,51.4083,8.1908,Vertikalfilterbrunnen (Bohrbrunnen),Wald
60240131,AH/13 -WICHUM-,Heek,Münster,2015-05-18,1.3,52.1426,7.0629,GW-Messstelle,Acker
60240052,AH/5 -ALSTAETTE-,Ahaus,Münster,2015-06-12,1.3,52.1282,6.8923,GW-Messstelle,Grünland
60240027,AH/2 - FUECHTE -,Gronau (Westf.),Münster,2015-04-15,1.3,52.1802,7.0944,GW-Messstelle,Grünland
60100904,RWI 59,Waltrop,Münster,2015-11-30,1.3,51.6045,7.411,GW-Messstelle,Grünland
60100308,RWI 51,Waltrop,Münster,2015-11-19,1.3,51.6374,7.3676,GW-Messstelle,Acker
110040132,IV/13 -RECKENFELD-,Nordwalde,Münster,2015-08-25,1.3,52.1169,7.5308,GW-Messstelle,Acker
110040144,IV/14 -RECKENFELD-,Greven,Münster,2015-09-02,1.3,52.1275,7.5425,GW-Messstelle,Acker
60080139,HS 125,Gelsenkirchen,Münster,2015-04-22,1.3,51.6081,7.041,GW-Messstelle,"bebaut, besiedelt"
60070298,RWI 22,Gladbeck,Münster,2015-08-28,1.3,51.5861,6.9506,GW-Messstelle,Acker
98120414,Dep. Kamen-H-W GWT1,Kamen,Arnsberg,2015-06-24,1.3,51.5744,7.7435,GW-Messstelle,Acker
100135158,PH 12    HEIMSEN,Petershagen,Detmold,2015-04-08,1.3,52.4663,9.0476,GW-Messstelle,Acker
110040223,IV/22 SAERBECK,Saerbeck,Münster,2015-09-02,1.3,52.1882,7.6556,GW-Messstelle,Acker
110040247,IV/24 WALTRUP,Altenberge,Münster,2015-12-10,1.3,52.0024,7.4886,GW-Messstelle,Acker
100150640,AU 324   SIELHORST,Rahden,Detmold,2015-05-19,1.3,52.474,8.5804,GW-Messstelle,Acker
94140042,Br Firma Pfingsten,Soest,Arnsberg,2015-04-09,1.3,51.5881,8.0993,Vertikalfilterbrunnen (Bohrbrunnen),"bebaut, besiedelt"
110040259,IV/25 LAER Parkpl.,Laer,Münster,2015-04-30,1.3,52.0551,7.3876,GW-Messstelle,Acker
100151085,AU 507 Stellerdamm,Rahden,Detmold,2015-07-01,1.3,52.4238,8.6366,GW-Messstelle,"bebaut, besiedelt"
91120202,Hamm Lerche ML 21,Hamm,Arnsberg,2015-06-17,1.3,51.6345,7.6886,GW-Messstelle,Acker
91130608,Rhynern ML44,Hamm,Arnsberg,2015-06-17,1.3,51.631,7.8595,GW-Messstelle,"bebaut, besiedelt"
91130700,Hamm-Mark ML4,Hamm,Arnsberg,2015-06-17,1.3,51.6869,7.865,GW-Messstelle,"bebaut, besiedelt"
91131406,Süddinker ML57,Hamm,Arnsberg,2015-10-12,1.3,51.6332,7.9059,GW-Messstelle,Acker
91132204,Norddinker ML70,Hamm,Arnsberg,2015-10-12,1.3,51.6607,7.9415,GW-Messstelle,Acker
91133002,Klotingen ML75,Welver,Arnsberg,2015-12-03,1.3,51.6073,7.9915,GW-Messstelle,Acker
80301496,RINDERN SCHULE  297,Kleve,Düsseldorf,2015-08-14,1.3,51.8022,6.1275,GW-Messstelle,"bebaut, besiedelt"
91133300,Vellinghausen ML72,Welver,Arnsberg,2015-10-14,1.3,51.6695,7.9965,GW-Messstelle,Grünland
91140900,Lippb Frölich ML102,Lippetal,Arnsberg,2015-09-03,1.3,51.6932,8.0598,GW-Messstelle,Wald
91162002,Rebbeke OL 52,Lippstadt,Arnsberg,2015-05-28,1.3,51.7131,8.461,GW-Messstelle,Grünland
91164916,Bönninghausen neu,Geseke,Arnsberg,2015-06-22,1.3,51.662,8.4791,GW-Messstelle,Acker
94110013,Schulze-Froning,Werne,Arnsberg,2015-09-22,1.3,51.6873,7.6266,Vertikalfilterbrunnen (Bohrbrunnen),Acker
94120365,Quelle Halloh-Park,Hamm,Arnsberg,2015-04-16,1.3,51.6988,7.7666,gefasste Quelle,"bebaut, besiedelt"
76981113,RSK Wahner H. WH11,Köln,Köln,2015-08-14,1.3,50.8508,7.1458,GW-Messstelle,Wald
76929012,ZANDERS BGL 2/98,Bergisch Gladbach,Köln,2015-07-28,1.3,50.9963,7.178,GW-Messstelle,Wald
76839916,BN Altabl. BP 85,Bonn,Köln,2015-05-13,1.3,50.729,7.1762,GW-Messstelle,Wald
76727609,KRONENBG. LEICHL EB,Leichlingen (Rhld.),Köln,2016-03-24,1.3,51.1098,7.0027,Schachtbrunnen,"bebaut, besiedelt"
94120377,Bockum-Höv HA-IC-14,Hamm,Arnsberg,2015-10-13,1.3,51.6969,7.7515,GW-Messstelle,"bebaut, besiedelt"
76544710,Deponie Ville 11,Hürth,Köln,2015-07-29,1.3,50.8461,6.8567,GW-Messstelle,Wald
73725900,GUT OMMEROTH EB,Windeck,Köln,2016-03-23,1.3,50.8337,7.561,Schachtbrunnen,Wald
94140017,Br Neuhaus,Möhnesee,Arnsberg,2015-05-07,1.3,51.4552,8.1551,Vertikalfilterbrunnen (Bohrbrunnen),Wald
91112000,Westick ML 6,Kamen,Arnsberg,2015-06-24,1.3,51.5796,7.6258,GW-Messstelle,Grünland
100135559,PH 40A   BIERD FELD,Petershagen,Detmold,2015-04-09,1.3,52.3779,9.026,GW-Messstelle,Acker
100135640,WF 1T   OVENSTAEDT,Petershagen,Detmold,2015-04-16,1.3,52.4241,8.9666,GW-Messstelle,Acker
110151094,WA/9  LIESBORN,Wadersloh,Münster,2015-11-03,1.3,51.6932,8.2509,GW-Messstelle,Acker
100140312,WG 24A   GEESTMOORD,Hille,Detmold,2015-03-26,1.3,52.3258,8.7138,GW-Messstelle,Grünland
59540564,HATTINGEN 17,Hattingen,Arnsberg,2015-10-19,1.3,51.3978,7.1677,GW-Messstelle,"bebaut, besiedelt"
59540187,Gut Schede,Herdecke,Arnsberg,2015-03-24,1.3,51.3964,7.3839,Vertikalfilterbrunnen (Bohrbrunnen),Wald
59160147,Herne 206,Herne,Arnsberg,2015-06-09,1.3,51.5594,7.2578,GW-Messstelle,Grünland
59160123,Herne 198,Herne,Arnsberg,2015-10-19,1.3,51.546,7.2213,GW-Messstelle,"bebaut, besiedelt"
100140750,WG 69    FRIEDEWALD,Petershagen,Detmold,2015-04-16,1.3,52.3863,8.8514,GW-Messstelle,Acker
100140865,WG 80    SUEDFRIEDH,Minden,Detmold,2015-07-01,1.3,52.2793,8.895,GW-Messstelle,"bebaut, besiedelt"
110200159,TE/15 -HOERSTEL-,Hörstel,Münster,2015-03-11,1.3,52.3108,7.5864,GW-Messstelle,Acker
59160093,Herne 157,Herne,Arnsberg,2015-06-15,1.3,51.5436,7.1949,GW-Messstelle,"bebaut, besiedelt"
59160068,Herne G1/21,Herne,Arnsberg,2015-06-15,1.3,51.5461,7.1623,GW-Messstelle,"bebaut, besiedelt"
59130726,Buschmühle,Dortmund,Arnsberg,2015-07-07,1.3,51.4906,7.4748,GW-Messstelle,Sonstiges
110200196,TE/19 -HOPSTEN-,Hopsten,Münster,2015-04-01,1.3,52.3618,7.5993,GW-Messstelle,Acker
59130660,TIERGARTEN DO,Dortmund,Arnsberg,2015-03-24,1.3,51.471,7.4738,Vertikalfilterbrunnen (Bohrbrunnen),Wald
59130600,Huckarde 3II,Dortmund,Arnsberg,2015-06-22,1.3,51.5517,7.4191,GW-Messstelle,Acker
59130581,DO-Wickede RWI 1,Dortmund,Arnsberg,2015-10-21,1.3,51.5434,7.6063,GW-Messstelle,Acker
59130570,DO-Kurl RWI 2,Dortmund,Arnsberg,2015-07-07,1.3,51.5612,7.5798,GW-Messstelle,Wald
110200305,TE/30 DREIERWALDE,Hörstel,Münster,2015-03-12,1.3,52.3357,7.4829,GW-Messstelle,Acker
59130556,DO-Grevel RWI 80,Dortmund,Arnsberg,2015-06-22,1.3,51.5624,7.5495,GW-Messstelle,"bebaut, besiedelt"
110200342,TE/34 Habichtswald,Tecklenburg,Münster,2015-03-19,1.3,52.243,7.8836,GW-Messstelle,Wald
110200354,TE/35 Leeden-Butke,Tecklenburg,Münster,2015-03-23,1.3,52.2218,7.9036,GW-Messstelle,Grünland
59130430,DO-Schwiergh. RWI25,Dortmund,Arnsberg,2015-06-08,1.3,51.5822,7.4212,GW-Messstelle,Acker
110200378,TE/37 WERSEN,Lotte,Münster,2015-03-19,1.3,52.2992,7.9134,GW-Messstelle,Acker
100141328,WG 51N   IM STRANGE,Espelkamp,Detmold,2015-05-21,1.3,52.3664,8.5274,GW-Messstelle,Grünland
110200020,TE/2 -HOHNE-,Lengerich,Münster,2015-10-28,1.3,52.1409,7.8684,GW-Messstelle,Grünland
